id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,acc_now_delinq,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,is_good_customer
88615816,32000, 60 months, 14.49%,752.74,C,C4,Administrative Support ,4 years,MORTGAGE,90000.0,Verified,n,home_improvement,Home improvement,155xx,PA,24.55,1,May-1994,0,23.0,,7,0,1163,41.5%,37,w,23.0,0,148809,1,4,2,2,2.0,60540,50.0,3,3,1163,49.0,2800,1,5,6,5,21258,1137.0,50.6,0,0,139.0,267,7,2,3,8.0,37.0,2.0,31.0,6,1,1,1,5,20,2,14,1,7,0.0,0,1,5,81.1,0.0,0,0,193400,61703,2300,95700,no
90205460,15000, 60 months, 17.99%,380.82,D,D2,ACCOUNTS MANAGEMENT,2 years,OWN,41000.0,Verified,n,debt_consolidation,Debt consolidation,119xx,NY,24.12,0,Sep-2003,1,,,11,0,8476,56.1%,17,w,,0,28955,1,1,1,3,8.0,19417,93.0,2,3,1128,78.0,15100,0,2,2,6,2632,2838.0,51.1,0,0,125.0,156,4,4,0,16.0,,4.0,,0,5,9,5,5,7,9,9,9,11,0.0,0,0,3,100.0,40.0,0,0,37326,28955,5800,21000,no
90104996,30000, 36 months, 17.99%,1084.43,D,D2,general Sales Manager,< 1 year,MORTGAGE,130000.0,Source Verified,n,debt_consolidation,Debt consolidation,117xx,NY,8.31,0,Jan-1997,2,25.0,,12,0,20283,54.8%,29,f,26.0,0,620249,3,1,3,3,6.0,13390,77.0,2,9,6593,62.0,37000,1,0,6,12,56386,15717.0,56.3,0,0,108.0,236,3,3,3,3.0,,3.0,25.0,2,7,7,8,12,5,10,21,7,12,0.0,0,0,5,82.8,25.0,0,0,636728,33673,36000,17428,no
90224655,5000, 36 months, 12.79%,167.97,C,C1,AVP HSS III,10+ years,MORTGAGE,80000.0,Verified,n,credit_card,Credit card refinancing,750xx,TX,18.59,0,Feb-1998,3,,,15,0,4203,21.6%,44,w,,0,263857,5,3,2,5,7.0,127982,,7,9,1190,22.0,19500,1,0,6,14,18847,8316.0,26.4,0,0,149.0,223,1,1,2,1.0,,2.0,,0,4,8,5,5,30,11,12,8,15,0.0,0,0,9,100.0,0.0,0,0,291760,132185,11300,127527,yes
90316508,10000, 36 months, 10.49%,324.98,B,B3,Manager,10+ years,MORTGAGE,130000.0,Not Verified,n,home_improvement,Home improvement,152xx,PA,2.41,0,Mar-2004,0,,,10,0,9611,22.5%,24,f,,0,280424,0,0,0,5,13.0,0,,1,4,3725,23.0,42700,0,1,2,10,28042,24483.0,27.6,0,0,145.0,150,9,8,3,22.0,,9.0,,0,4,6,4,9,8,8,13,6,10,0.0,0,0,2,100.0,0.0,0,0,336100,9611,33800,0,yes
90342476,5000, 36 months, 10.49%,162.49,B,B3,General Manager,10+ years,MORTGAGE,115000.0,Source Verified,n,debt_consolidation,Debt consolidation,287xx,NC,22.17,1,Jun-1992,0,21.0,,14,0,78100,63.7%,34,w,21.0,0,95809,0,4,0,0,25.0,17709,43.0,0,0,49224,54.0,94300,0,0,0,0,6844,180.0,98.1,0,0,128.0,164,26,25,4,26.0,,,,1,5,10,5,7,9,10,20,10,14,0.0,0,1,0,97.1,100.0,0,0,135070,95809,70000,40770,yes
90136622,30000, 60 months, 13.99%,697.9,C,C3,Operations manager ,4 years,MORTGAGE,87500.0,Source Verified,n,debt_consolidation,Debt consolidation,154xx,PA,12.92,0,Mar-1999,1,,,12,0,3612,6.1%,32,w,,0,188875,4,2,2,4,4.0,36041,103.0,1,2,1050,42.0,59700,2,0,2,7,15740,24827.0,7.7,0,0,210.0,131,5,2,1,5.0,,3.0,,0,2,4,3,7,16,9,15,4,12,0.0,0,0,4,100.0,0.0,0,0,244700,39653,26900,35000,yes
90126300,8300, 36 months, 12.79%,278.83,C,C1,service representative,10+ years,RENT,65000.0,Verified,n,debt_consolidation,Debt consolidation,920xx,CA,20.4,0,May-2000,0,,51.0,7,1,10513,90.6%,26,w,,0,39839,1,2,1,3,10.0,29326,93.0,1,3,3846,91.0,11600,1,4,1,6,5691,231.0,96.0,0,0,128.0,196,1,1,0,14.0,,10.0,,0,2,4,2,10,8,5,18,4,7,0.0,0,0,2,100.0,100.0,1,0,50778,39839,5800,39178,yes
89859255,20000, 36 months, 12.79%,671.86,C,C1,owner,< 1 year,MORTGAGE,65000.0,Not Verified,n,small_business,Business,435xx,OH,5.06,0,Jan-2002,1,28.0,19.0,5,4,1652,25%,9,w,42.0,0,187719,0,1,0,0,33.0,5259,55.0,1,1,769,43.0,6600,1,1,1,1,37544,471.0,70.6,0,0,170.0,176,11,11,3,11.0,,3.0,40.0,1,2,3,2,2,2,3,4,3,5,0.0,0,0,1,66.7,50.0,0,3,223100,6911,1600,9500,no
90184898,3000, 36 months, 12.79%,100.78,C,C1,Mgr Supply Chain Analytics,4 years,MORTGAGE,96000.0,Verified,n,debt_consolidation,Debt consolidation,630xx,MO,4.44,0,Mar-2003,1,26.0,,16,0,201,0.8%,23,f,,0,178603,7,2,2,2,1.0,9595,91.0,10,15,180,27.0,25900,1,1,8,18,11163,16299.0,1.2,0,0,162.0,19,1,1,3,1.0,,1.0,,0,3,3,10,11,5,13,15,3,16,0.0,0,0,12,82.6,0.0,0,0,213056,9796,16500,10567,yes
90175054,20000, 60 months, 19.99%,529.77,D,D4,Letter Carrier,10+ years,MORTGAGE,60000.0,Verified,n,car,Car financing,463xx,IN,14.44,0,Jul-1992,0,,,9,0,30896,94.2%,11,w,,0,206514,0,3,2,3,8.0,28915,107.0,1,1,15778,100.0,32800,0,0,2,4,22946,1372.0,94.1,0,0,20.0,290,12,8,1,31.0,,9.0,,0,3,5,3,4,3,5,7,5,9,0.0,0,0,3,100.0,66.7,0,0,254550,59811,23300,27000,yes
90314717,15275, 36 months, 17.99%,552.16,D,D2,Maintenance Technician,3 years,RENT,39600.0,Verified,n,debt_consolidation,Debt consolidation,015xx,MA,31.73,0,Dec-2000,0,,86.0,8,1,27887,68.2%,17,f,,0,32700,1,1,0,1,24.0,4813,48.0,2,3,15028,64.0,40900,0,0,1,4,4088,10913.0,71.9,0,0,141.0,189,5,5,0,5.0,,12.0,,0,4,4,5,9,6,7,11,4,8,0.0,0,0,2,100.0,80.0,1,0,50900,32700,38800,10000,yes
89818752,20000, 60 months, 19.99%,529.77,D,D4,Contractor/Owner,1 year,RENT,110000.0,Source Verified,n,debt_consolidation,Debt consolidation,752xx,TX,13.47,0,Nov-1996,0,,,11,0,22500,86.2%,34,w,,0,184711,0,3,1,2,7.0,25376,84.0,0,0,9142,85.0,26100,0,5,1,2,18471,0.0,101.7,0,0,238.0,200,29,7,2,29.0,,2.0,,0,3,5,3,6,19,7,13,5,11,0.0,0,0,1,100.0,100.0,0,0,208104,47876,17500,30082,no
89985778,6000, 36 months, 25.29%,239.49,E,E5,material handler,< 1 year,RENT,20000.0,Source Verified,n,debt_consolidation,Debt consolidation,761xx,TX,3.42,0,Apr-2007,2,,,10,0,3356,11.1%,22,f,,0,3356,3,0,0,0,32.0,0,,5,6,3296,11.0,30100,1,0,3,6,373,24544.0,12.0,0,0,32.0,113,1,1,0,1.0,,0.0,,0,2,2,8,15,1,10,21,2,10,0.0,0,0,5,100.0,12.5,0,0,30100,3356,27900,0,yes
89799144,28500, 60 months, 24.99%,836.35,E,E4,Private Client Banker ,3 years,MORTGAGE,59000.0,Not Verified,n,major_purchase,Major purchase,971xx,OR,22.11,0,Sep-2003,1,,,9,0,10973,21%,25,w,,0,297094,0,1,0,1,24.0,64877,61.0,0,2,9048,37.0,52300,2,8,3,4,33010,30252.0,23.0,0,0,121.0,156,16,10,2,16.0,,0.0,,0,1,2,4,6,10,6,13,2,9,0.0,0,0,1,100.0,25.0,0,0,359861,75850,39300,83561,yes
89829782,35000, 36 months, 18.99%,1282.79,D,D3,Senior VP,5 years,MORTGAGE,96000.0,Verified,n,other,Other,603xx,IL,20.65,0,Dec-2002,0,29.0,90.0,15,1,9738,16.3%,30,w,,0,54421,0,4,3,4,9.0,44683,69.0,1,2,5433,44.0,59600,3,0,5,6,3628,42412.0,18.6,0,0,121.0,165,8,8,0,8.0,,1.0,29.0,0,6,7,9,15,11,11,19,7,15,0.0,0,0,4,86.7,11.1,0,1,124871,54421,52100,65271,no
89815749,15000, 36 months,  8.99%,476.93,B,B1,Teacher,7 years,MORTGAGE,60000.0,Not Verified,n,debt_consolidation,Debt consolidation,482xx,MI,13.13,0,Mar-1978,0,,,14,0,16394,34.2%,31,w,,0,112332,1,0,0,0,46.0,0,,1,1,5578,34.0,47900,0,0,1,1,8024,13409.0,42.7,0,0,89.0,462,4,4,1,76.0,,0.0,,0,6,8,7,13,6,13,24,8,14,0.0,0,0,1,100.0,42.9,0,0,150998,16394,23400,0,no
90314827,16000, 36 months, 12.79%,537.49,C,C1,Health Insurance Specialist,10+ years,OWN,106000.0,Verified,n,debt_consolidation,Debt consolidation,303xx,GA,18.6,0,Mar-1992,0,,32.0,13,1,90345,47.9%,23,w,,0,119312,0,1,1,1,9.0,28967,91.0,0,0,17799,62.0,128500,0,2,0,1,9943,10072.0,75.1,0,0,9.0,294,28,9,0,46.0,,,,0,3,4,4,8,1,12,22,5,13,0.0,0,0,1,100.0,50.0,0,1,160500,119312,40500,32000,yes
89865201,20000, 60 months, 22.39%,556.83,E,E1,Sales/service,4 years,MORTGAGE,61000.0,Verified,n,debt_consolidation,Debt consolidation,306xx,GA,22.39,1,Aug-1995,0,23.0,,5,0,47936,85%,19,w,,0,417303,0,0,0,0,116.0,0,0.0,0,0,21414,85.0,56500,0,0,1,0,83460,17833.0,90.0,0,0,235.0,253,49,49,2,49.0,,1.0,,0,3,4,6,6,4,4,13,3,5,,0,0,0,95.0,100.0,0,0,426500,47936,53500,0,no
89859251,31125, 60 months, 24.99%,913.38,E,E4,Manager,8 years,RENT,115000.0,Source Verified,n,debt_consolidation,Debt consolidation,190xx,IL,11.1,0,Jul-2005,2,31.0,,13,0,4863,19.5%,16,f,31.0,0,57669,1,8,1,2,4.0,52806,88.0,0,1,4462,68.0,25000,0,3,6,3,5243,19637.0,19.8,0,0,115.0,134,23,4,0,23.0,,0.0,,2,2,2,4,4,11,5,5,2,13,0.0,0,0,1,100.0,50.0,0,0,84872,57669,24500,59872,no
90236541,1000, 36 months, 11.49%,32.98,B,B5,Computer operator ,10+ years,RENT,45000.0,Verified,n,debt_consolidation,Debt consolidation,152xx,PA,23.15,0,Sep-2002,1,39.0,,11,0,3391,28.3%,34,f,,0,18252,1,4,1,3,6.0,14861,50.0,3,6,2629,44.0,12000,3,2,5,9,1659,1809.0,65.2,0,0,124.0,168,9,6,0,9.0,,6.0,40.0,0,3,3,4,9,10,7,24,3,11,0.0,0,0,4,91.2,25.0,0,0,41582,18252,5200,29582,yes
90126232,10000, 36 months, 14.49%,344.17,C,C4,Journeyman Lineman,10+ years,MORTGAGE,80000.0,Not Verified,n,home_improvement,Home improvement,841xx,UT,31.46,0,Oct-1996,0,35.0,31.0,13,2,5956,42.2%,29,w,,0,240396,1,2,1,3,3.0,83764,84.0,1,2,2967,69.0,14100,3,14,6,6,20033,6085.0,35.9,0,0,155.0,239,12,3,1,12.0,,3.0,35.0,0,2,3,4,4,14,8,13,3,13,0.0,0,0,2,89.7,25.0,0,0,269071,89720,9500,88911,yes
90204714,1000, 36 months, 19.99%,37.16,D,D4,,n/a,RENT,57000.0,Verified,n,other,Other,799xx,TX,8.44,0,Jan-2004,0,31.0,,6,0,920,83.6%,18,w,38.0,0,156823,1,3,2,3,3.0,13567,88.0,1,1,236,88.0,1100,0,0,1,4,26137,64.0,78.7,0,0,137.0,152,7,3,3,37.0,,7.0,40.0,5,1,2,1,3,6,2,8,2,6,0.0,0,0,3,72.2,100.0,0,0,179000,14487,300,15400,no
90234926,2200, 36 months, 13.49%,74.65,C,C2,Recruiting director,6 years,MORTGAGE,100000.0,Source Verified,n,credit_card,Credit card refinancing,701xx,LA,18.67,0,Jun-1999,0,,,6,0,101502,87.3%,15,w,,0,348660,0,0,0,0,96.0,0,,0,0,28641,87.0,108500,0,0,0,0,58110,5937.0,89.6,0,0,144.0,207,26,26,3,29.0,,,,0,2,3,3,8,2,5,10,3,6,0.0,0,0,0,100.0,66.7,0,0,420500,101502,57000,0,yes
89848137,16000, 60 months, 24.99%,469.53,E,E4,Bosn,10+ years,RENT,105000.0,Source Verified,n,debt_consolidation,Debt consolidation,921xx,CA,29.46,0,Aug-1994,1,24.0,60.0,24,2,10584,43.7%,39,w,,0,96230,0,5,3,6,10.0,85646,33.0,3,16,1289,41.0,24200,0,10,5,22,4812,11.0,99.7,0,0,157.0,265,10,10,0,13.0,24.0,1.0,24.0,0,3,13,3,6,11,19,27,13,24,0.0,0,0,6,97.1,100.0,1,1,124222,96230,3200,100022,no
88783992,35000, 60 months, 24.99%,1027.1,E,E4,Manager,3 years,MORTGAGE,135000.0,Source Verified,n,debt_consolidation,Debt consolidation,750xx,TX,12.35,0,Nov-2006,2,,,16,0,11774,24.8%,25,f,,0,387959,7,3,2,4,1.0,67217,79.0,5,8,6418,50.0,47500,1,0,9,14,25864,32641.0,26.2,0,0,64.0,89,3,1,2,3.0,,1.0,,0,4,4,10,13,7,12,15,5,16,0.0,0,0,9,100.0,11.1,0,0,436741,78991,44200,75037,no
90184723,10000, 60 months, 21.49%,273.3,D,D5,Loader,1 year,OWN,40000.0,Source Verified,n,home_improvement,Home improvement,365xx,AL,11.22,0,Feb-2012,0,,,4,0,1522,32.4%,8,w,,0,16198,1,1,1,2,7.0,14676,91.0,2,2,1522,78.0,4700,1,1,3,4,4050,278.0,84.6,0,0,55.0,54,4,4,0,44.0,,7.0,,0,1,1,1,1,4,3,4,1,4,0.0,0,0,3,100.0,100.0,0,0,20900,16198,1800,16200,yes
90082301,15000, 60 months, 12.79%,339.69,C,C1,Vice President,4 years,MORTGAGE,184000.0,Not Verified,n,credit_card,Credit card refinancing,606xx,IL,14.49,0,Oct-2001,2,71.0,,18,0,9884,15.6%,35,w,71.0,0,357314,3,3,1,3,5.0,74304,85.0,3,4,8500,46.0,63300,1,0,3,8,22332,42218.0,18.7,0,0,179.0,179,4,4,4,4.0,71.0,0.0,71.0,1,5,8,6,9,12,12,17,8,18,0.0,0,0,4,97.1,0.0,0,0,424501,88094,51900,81380,yes
88849517,15000, 36 months, 15.59%,524.33,C,C5,Contractor,< 1 year,MORTGAGE,72000.0,Source Verified,n,home_improvement,Home improvement,902xx,CA,16.25,2,Jun-1999,0,2.0,,13,0,10021,37%,21,w,6.0,1,168611,1,2,1,2,8.0,24036,81.0,1,1,2242,62.0,27100,3,0,0,3,12970,16677.0,28.7,0,2436,122.0,207,3,3,2,3.0,50.0,21.0,37.0,3,5,7,5,7,4,8,12,7,12,0.0,0,2,2,76.2,60.0,0,0,203320,36901,23400,29674,no
89867771,34150, 36 months, 24.49%,1348.61,E,E3,manager,10+ years,RENT,99734.0,Verified,n,other,Other,071xx,NJ,2.82,0,Nov-2000,1,,,9,0,13966,29.3%,15,w,,0,13966,2,0,0,0,,0,,4,8,5692,29.0,47700,0,0,1,8,1552,33151.0,29.6,0,0,,190,6,6,0,6.0,,6.0,,0,5,6,8,13,0,9,15,6,9,0.0,0,0,4,100.0,12.5,0,0,47700,13966,47100,0,no
90295057,25000, 60 months, 15.59%,602.52,C,C5,VP Sales,< 1 year,MORTGAGE,140000.0,Source Verified,n,house,Home buying,270xx,NC,9.27,0,Oct-2002,0,37.0,,13,0,5487,18.6%,42,w,,0,881495,1,3,1,3,4.0,35874,77.0,0,0,5411,54.0,29500,0,0,0,3,67807,24013.0,18.6,0,0,127.0,163,48,4,24,66.0,37.0,,37.0,0,2,2,2,5,11,2,7,2,13,0.0,0,0,1,97.6,50.0,0,0,976482,41361,29500,46725,yes
90204639,10000, 36 months, 13.49%,339.31,C,C2,,n/a,MORTGAGE,28688.0,Not Verified,n,home_improvement,Home improvement,853xx,AZ,5.61,0,May-2000,0,,48.0,5,1,3151,32.5%,11,f,,0,108941,0,0,0,0,,0,,2,2,1992,33.0,9700,1,0,1,3,21788,5779.0,32.0,0,0,,196,11,11,3,11.0,,11.0,,0,3,4,3,5,0,4,8,4,5,0.0,0,0,2,100.0,0.0,1,0,118225,3151,8500,0,yes
90017681,30000, 36 months, 12.79%,1007.79,C,C1,Vice President ,< 1 year,MORTGAGE,145000.0,Source Verified,n,debt_consolidation,Debt consolidation,117xx,NY,32.5,1,Aug-2001,0,22.0,,25,0,72579,50.4%,39,w,75.0,0,642157,0,2,0,1,13.0,172998,92.0,0,8,6605,68.0,97100,1,2,2,10,29189,18530.0,54.5,0,0,179.0,119,13,12,3,13.0,22.0,7.0,22.0,3,9,13,9,13,11,16,23,13,25,0.0,0,0,1,97.1,22.2,0,0,696575,260071,40700,176107,yes
90174564,4400, 36 months, 10.49%,143.0,B,B3,System manager,10+ years,MORTGAGE,61000.0,Source Verified,n,home_improvement,Home improvement,140xx,NY,12.77,0,May-2005,0,41.0,,11,0,5420,21.9%,30,f,53.0,0,167374,0,2,2,2,7.0,40107,85.0,3,3,1297,26.0,24700,0,7,0,6,15216,3379.0,48.0,0,0,130.0,136,7,7,4,7.0,52.0,,41.0,1,3,7,3,10,10,7,16,7,11,0.0,0,0,5,90.0,0.0,0,0,203555,45527,6500,42130,yes
90093511,10000, 36 months, 13.49%,339.31,C,C2,Personal banker,1 year,RENT,36200.0,Verified,n,debt_consolidation,Debt consolidation,330xx,FL,12.33,0,Dec-2009,5,,,22,0,2018,4.4%,31,w,,0,13432,2,3,1,2,10.0,11414,90.0,6,9,1922,23.0,45700,0,0,8,11,611,27759.0,6.5,0,0,43.0,81,4,4,0,4.0,,0.0,,0,2,4,11,12,6,19,25,4,22,0.0,0,0,7,100.0,0.0,0,0,58387,13432,29700,12687,no
90060984,11000, 60 months, 19.99%,291.38,D,D4,,n/a,MORTGAGE,36000.0,Verified,n,credit_card,Credit card refinancing,319xx,GA,11.07,0,Jan-1963,0,,,4,0,10838,98.5%,12,w,,0,149556,0,0,0,0,125.0,0,,0,0,10838,99.0,11000,0,0,2,2,74778,162.0,98.5,0,0,152.0,644,51,19,4,55.0,,10.0,,0,1,1,1,2,2,3,6,1,4,0.0,0,0,0,100.0,100.0,0,0,154553,10838,11000,0,no
90006861,9600, 36 months, 11.49%,316.53,B,B5,owner,10+ years,MORTGAGE,150000.0,Source Verified,n,debt_consolidation,Debt consolidation,233xx,VA,11.44,0,Aug-1994,1,,61.0,16,3,12185,39.1%,32,w,,0,40528,2,3,1,4,5.0,28343,80.0,4,8,5957,61.0,31200,5,1,4,12,2895,7256.0,61.6,0,0,129.0,265,1,1,1,11.0,,0.0,,0,4,6,7,10,11,13,20,6,16,0.0,0,0,5,100.0,33.3,3,0,66656,40528,18900,35456,no
89987717,8500, 36 months, 26.49%,344.7,F,F2,,n/a,RENT,25000.0,Verified,n,debt_consolidation,Debt consolidation,724xx,AR,34.52,0,Nov-2004,0,,73.0,12,2,6356,38.1%,25,w,,0,29709,3,3,4,4,2.0,23353,91.0,4,5,3160,70.0,16700,1,0,3,9,2476,3824.0,62.1,0,0,142.0,66,4,2,0,4.0,,3.0,,0,4,6,4,4,14,9,11,6,12,0.0,0,0,8,100.0,50.0,2,0,42428,29709,10100,25728,no
90125630,25000, 60 months, 22.39%,696.03,E,E1,Learning & Development Facilitator,10+ years,RENT,58000.0,Source Verified,n,debt_consolidation,Debt consolidation,750xx,TX,23.42,0,Feb-2002,0,42.0,,16,0,24591,74.1%,22,f,,0,97727,0,7,0,2,21.0,73136,88.0,1,2,8162,84.0,33200,3,0,0,4,6108,759.0,96.4,0,0,134.0,175,7,7,0,96.0,,14.0,,0,4,7,4,5,10,9,12,7,16,0.0,0,0,1,85.7,75.0,0,0,116564,97727,20800,83364,yes
90094265,7750, 36 months, 18.99%,284.05,D,D3,Hygienist ,3 years,MORTGAGE,65000.0,Source Verified,n,debt_consolidation,Debt consolidation,553xx,MN,29.3,0,Sep-2001,0,31.0,,14,0,21514,69.6%,39,f,31.0,0,243832,0,8,1,1,12.0,56676,76.0,0,0,17207,74.0,30900,0,0,0,1,17417,9086.0,70.3,0,0,152.0,180,38,12,1,48.0,60.0,,31.0,1,4,4,4,7,26,5,12,4,14,0.0,0,0,1,84.6,75.0,0,0,281123,78190,30600,74473,no
90295024,14300, 60 months, 15.59%,344.65,C,C5,Mtg Loan Officer,2 years,RENT,51000.0,Source Verified,n,credit_card,Credit card refinancing,750xx,TX,21.29,0,Sep-2005,0,71.0,,13,0,13412,71%,20,w,71.0,0,69880,0,9,0,2,13.0,56468,92.0,1,1,7866,87.0,18900,2,2,1,3,5375,3134.0,71.5,0,0,132.0,129,12,12,0,12.0,,10.0,,9,1,2,2,3,13,4,7,2,13,0.0,0,0,1,55.0,50.0,0,0,80485,69880,11000,61585,yes
90005239,15000, 60 months, 26.99%,457.95,F,F3,Media Buyer,7 years,RENT,50000.0,Verified,n,debt_consolidation,Debt consolidation,294xx,SC,25.88,0,Jan-1999,0,,,6,0,21623,62%,19,w,,0,43936,0,2,1,1,8.0,22313,68.0,0,1,9399,62.0,34900,2,0,0,2,7322,9700.0,96.0,0,0,79.0,212,18,8,5,18.0,,16.0,,0,2,4,3,3,8,4,6,3,6,,0,0,1,100.0,100.0,0,0,67884,43936,19400,32984,no
90214179,35000, 60 months, 17.99%,888.58,D,D2,RN,10+ years,RENT,120000.0,Verified,n,credit_card,Credit card refinancing,956xx,CA,23.62,0,Dec-1999,1,,,16,0,46621,67.2%,53,w,,0,87322,0,3,0,0,27.0,40701,58.0,1,1,24321,63.0,69400,2,8,2,1,5821,9486.0,78.0,0,0,166.0,201,12,12,5,12.0,,1.0,,0,4,7,6,22,10,13,38,7,16,0.0,0,0,1,100.0,33.3,0,0,139163,87322,43100,69763,yes
90316358,10000, 36 months, 12.79%,335.93,C,C1,Payroll Coordinator,2 years,RENT,37500.0,Not Verified,n,major_purchase,Major purchase,087xx,NJ,25.89,0,Aug-2006,0,33.0,,16,0,3588,14%,54,f,34.0,0,104321,2,7,0,0,28.0,100733,103.0,3,3,1888,74.0,25600,2,0,1,3,6520,9612.0,27.2,0,0,121.0,112,0,0,0,7.0,,2.0,,2,2,2,5,12,34,9,20,2,14,0.0,0,0,3,96.3,0.0,0,0,123902,104321,13200,98302,yes
89947704,5250, 36 months,  8.99%,166.93,B,B1,Quality Technician,10+ years,MORTGAGE,56000.0,Not Verified,n,debt_consolidation,Debt consolidation,442xx,OH,19.37,0,Mar-2003,0,,,7,0,11079,57.7%,12,f,,0,125961,0,2,1,1,12.0,5291,25.0,1,1,9188,41.0,19200,1,0,8,2,17994,2308.0,79.9,0,0,162.0,113,8,8,2,36.0,,0.0,,0,2,3,3,3,6,4,4,3,7,0.0,0,0,2,100.0,33.3,0,0,161906,16370,11500,20875,yes
89818108,11200, 60 months, 21.49%,306.1,D,D5,,n/a,RENT,120000.0,Source Verified,n,debt_consolidation,Debt consolidation,118xx,NY,12.11,0,Mar-2002,2,52.0,,11,0,8688,40.2%,26,f,52.0,0,82795,5,2,3,3,3.0,74107,98.0,2,2,2924,76.0,21600,5,0,24,5,7527,5057.0,47.9,0,0,142.0,174,1,1,3,140.0,,3.0,,1,5,8,5,8,8,9,15,8,11,0.0,0,0,5,84.6,20.0,0,0,95978,82795,9700,74378,no
90224525,24000, 60 months, 17.99%,609.32,D,D2,Crane Operator ,5 years,MORTGAGE,90000.0,Source Verified,n,debt_consolidation,Debt consolidation,703xx,LA,18.19,0,Jul-2006,2,76.0,65.0,9,1,12578,44.1%,46,f,,0,191294,2,2,2,2,7.0,34670,86.0,3,4,8437,69.0,28500,0,1,3,6,21255,2927.0,77.8,0,0,115.0,122,1,1,1,20.0,,1.0,76.0,0,2,5,2,13,17,6,28,5,9,0.0,0,0,5,97.5,50.0,1,0,220818,47248,13200,40126,no
89886972,6500, 36 months, 10.99%,212.78,B,B4,Dept of State Aid,6 years,OWN,50000.0,Source Verified,n,credit_card,Credit card refinancing,481xx,MI,24.36,1,Aug-2005,0,5.0,78.0,15,1,15901,55%,27,w,,0,41402,0,7,0,2,14.0,25501,79.0,0,3,8962,68.0,28900,2,0,3,5,2957,44.0,99.7,0,0,133.0,112,13,13,2,13.0,,3.0,,0,2,3,2,4,14,8,11,3,15,0.0,0,0,0,96.3,100.0,1,0,61274,41402,12800,32374,yes
90214440,12000, 60 months, 13.99%,279.16,C,C3,local Manger,10+ years,MORTGAGE,121000.0,Source Verified,n,debt_consolidation,Debt consolidation,105xx,NY,12.25,4,Jul-1999,1,6.0,,11,0,4255,15.4%,27,w,6.0,0,275619,1,3,0,2,17.0,19694,52.0,2,3,2755,37.0,27700,1,6,3,7,27562,11745.0,26.6,0,0,128.0,206,2,2,5,2.0,8.0,2.0,8.0,3,2,2,4,6,6,7,15,2,11,0.0,0,1,2,74.1,0.0,0,0,324215,23949,16000,37918,no
88957854,16800, 60 months,  9.49%,352.75,B,B2,Finance Director,10+ years,MORTGAGE,150000.0,Not Verified,n,home_improvement,Home improvement,349xx,FL,6.72,0,Jun-1989,0,29.0,,18,0,5954,10.5%,33,w,,0,499792,1,2,1,2,1.0,22917,86.0,1,3,1925,35.0,56600,1,3,0,7,27766,31695.0,8.7,0,0,154.0,327,7,1,10,7.0,,13.0,,0,5,9,6,7,6,11,17,9,18,0.0,0,0,4,97.0,0.0,0,0,628671,28871,34700,26671,yes
90224683,35000, 60 months, 29.96%,1131.51,G,G4,FINANCE MANAGER,3 years,RENT,90000.0,Verified,n,other,Other,152xx,PA,21.57,0,Sep-2010,1,,,10,0,16141,63.5%,34,w,,0,68615,2,3,3,6,4.0,52474,46.0,0,4,6978,53.0,25400,0,0,1,11,7624,5403.0,68.2,0,0,68.0,72,21,4,0,24.0,,6.0,,0,3,5,4,5,22,6,11,5,10,0.0,0,0,4,100.0,66.7,0,0,97563,68615,17000,72070,yes
90204492,22000, 36 months, 12.79%,739.05,C,C1,Nurse Practitioner,4 years,MORTGAGE,123360.0,Source Verified,n,credit_card,Credit card refinancing,020xx,MA,14.21,3,Aug-2006,0,13.0,,9,0,21809,92.4%,20,f,,0,531419,0,2,1,2,8.0,257953,87.0,0,1,7472,90.0,23600,1,0,2,3,59047,165.0,98.4,0,0,121.0,120,13,8,2,13.0,,9.0,13.0,0,3,6,3,6,7,6,11,6,9,0.0,0,0,1,83.3,100.0,0,0,562279,279762,10100,253679,yes
