loan_amnt,term,emp_title,emp_length,home_ownership,annual_inc,purpose,is_good_customer
35000,36,Sr International Realty Specialist ,0,2,197000.0,2,1
7500,36,PRINCIPAL LIBRARY ASSISTANT,10,0,55000.0,2,1
5000,36,Finance Manager,5,1,88500.0,3,1
10000,36,Legal Assistant,4,0,90000.0,2,1
5000,36,,0,1,21756.0,1,1
4800,36,Patient Services Coordinator III,0,2,31000.0,2,1
6000,36,Maintenance manager,0,0,29000.0,1,0
12500,60,,0,0,35000.0,2,0
2800,36,relief,9,1,32000.0,1,1
1000,36,Loan Processor,10,2,52000.0,3,1
34925,60,Lead Software Developer,7,0,82000.0,2,0
10000,36,Associate,5,2,150000.0,5,1
17425,36,production manager,3,2,116900.0,11,1
6000,36,manufacturing technician,0,0,35000.0,2,1
35000,36,Owner,7,1,125000.0,1,0
15000,60,Sr personal Loan specialist ,10,0,50000.0,2,0
25000,36,Sales,2,2,90000.0,9,1
20000,36,Estimating Mgr,8,2,81000.0,2,1
16000,60,Site Flex Officer/Superivisor AT&T,10,2,50000.0,2,1
24000,60,Electrical Technician,0,2,52000.0,3,0
35000,60,Engineer,2,1,73000.0,5,1
12000,36,owner,10,2,48500.0,1,1
25000,60,Director of Policy and Research,4,2,111789.0,2,1
3200,36,LOGISTICS SPECIALIST,1,2,50000.0,1,1
16000,36,Vice President,9,0,50000.0,2,0
17000,60,Manager,10,0,42484.0,2,1
2500,36,Program director,1,0,40000.0,5,0
8400,36,,0,2,95000.0,1,0
11200,36,Shift Lead,10,0,32000.0,2,0
3000,36,Landlord,10,2,25000.0,11,0
25000,60,Construction Manager,10,0,78000.0,5,0
15350,36,Social Worker,10,2,80000.0,2,0
14000,36,Owner,1,2,120000.0,2,0
35000,60,Chemical Operator,8,2,100000.0,2,0
12500,36,Driver,1,0,25000.0,2,0
5100,36,LPN,2,0,48000.0,2,1
35000,60,Outbound Sales Coordinator,4,1,110000.0,2,1
7000,36,Consultant ,6,0,58000.0,11,0
15000,60,machinist/assembly,10,0,40000.0,2,1
11000,36,Surgery coordinator ,1,0,65000.0,2,0
5700,36,Secretary,8,1,19000.0,2,0
30000,36,Project Manager,0,0,86000.0,3,1
6000,36,medical claims adjustment specialist,10,0,36000.0,2,1
21200,36,Fire tech,10,1,55000.0,2,1
20000,36,Travel Counselor,2,0,74000.0,2,1
10000,36,Federal Technician,10,1,55482.0,1,0
10200,36,Corrections officer,6,1,43000.0,2,1
2875,36,Academic Counselor,7,2,38000.0,2,0
8000,36,Senior Manager,3,2,198000.0,3,1
24000,60,Sr. Business Analyst,4,2,96579.0,2,0
5000,36,Branch Assistant Manager,10,2,55000.0,2,0
12000,36,Tax Analyst II,1,0,45000.0,2,0
9375,36,RN,7,2,97000.0,2,1
15175,36,Director of Solutions Engineering ,5,2,210131.0,3,0
7000,36,,0,0,58000.0,2,0
5000,36,Security Manager,5,0,47500.0,2,1
25000,36,Communications Director,10,2,115500.0,2,1
13625,36,Project Manager,9,1,57200.0,1,1
18075,36,Estimator/Project Manager,3,2,70500.0,2,1
35000,60,Senior Software Engineer in test,8,1,168000.0,2,1
8000,36,Bush hog,6,0,22500.0,2,0
13000,36,shop forman / tech,10,1,70000.0,3,0
35000,36,Member,10,2,121000.0,2,1
8000,36,Assembler,10,2,45000.0,2,1
32000,36,Senior Engineer,1,2,190000.0,2,1
4200,36,Stylist,10,2,63000.0,2,0
15350,60,Clerk,10,1,40000.0,2,1
15000,36,Registered Nurse,3,0,85000.0,1,1
1500,36,administrative assistant,10,0,33000.0,2,1
18000,36,NGDI Pre-Sales Architect,1,2,114800.0,2,1
6600,36,Sergeant,10,0,100000.0,4,1
15000,36,"Manager, Program Management",4,2,180000.0,3,1
5000,36,Senior Consultant MIS,2,0,82000.0,3,0
28000,60,teacher,10,1,109000.0,2,1
11500,36,Confirmation coordinator,3,0,31000.0,2,1
13000,60,Supervisor ,10,2,48000.0,1,1
3200,36,,0,0,10334.0,2,0
30000,36,Vice Pres.,10,1,120000.0,3,1
8400,36,Program Analyst,10,2,90000.0,11,0
28000,60,IT Architect,10,2,130000.0,2,0
8000,36,Manager,1,0,40000.0,1,0
21575,36,Metal Fabricator/Welder,0,0,56875.0,1,0
5200,36,dental lab technician,10,1,43000.0,1,1
6000,36,,0,0,36000.0,2,1
28675,60,RESPIRATORY THERAPIST,10,2,125000.0,3,1
7600,36,,0,2,69000.0,2,1
35000,60,Financial Services Professional,0,2,75000.0,2,0
35000,60,Engineer III,10,1,90750.0,2,1
12000,36,Accreditation Specialist,0,1,57000.0,2,1
30000,36,Nurse Aid,10,2,85000.0,9,1
27300,60,Underwriter,10,2,65000.0,2,0
16000,36,Information Network Specialist,8,2,65000.0,2,1
4825,36,Owner ,5,0,72000.0,2,0
40000,36,VP,7,2,105000.0,11,1
15900,60,,0,2,75000.0,2,0
5975,36,Truck driver ,10,0,145000.0,2,0
35000,60,Procurement/Logistics Supervisor,5,0,92518.0,2,0
9200,36,Sales,2,0,78300.0,2,1
20000,36,Social Worker,2,2,52632.0,3,0
11000,60,Lt,10,2,100000.0,1,1
35000,60,Administrator On-Call RN,0,2,167000.0,2,0
10000,36,Resident Physician,2,0,58000.0,5,1
15175,60,Straight Truck Driver,0,1,33000.0,2,1
3000,36,Ops admin,3,0,27000.0,1,0
4400,36,Plant Operator,10,2,70000.0,5,1
21000,60,Custodian,10,2,46500.0,2,1
5000,36,Director,3,0,43000.0,2,1
3500,36,Residency Coordinator,10,2,51000.0,2,1
24000,60,Client Service Professional ,10,0,55000.0,2,1
35000,36,Tribal Administrator (CEO),7,1,90000.0,1,1
12000,36,Market Materials Manager,4,0,78000.0,2,1
16000,36,Special Police Officer,8,0,70000.0,2,0
5750,36,Shift Supervisor,1,1,18000.0,2,0
20000,36,Elementary Principal,5,1,75000.0,11,0
6000,36,,0,0,33960.0,1,0
6000,36,branch manager,10,0,50000.0,1,1
32000,60,Manager,2,0,90000.0,1,1
10000,36,Executive Assistant,0,2,78000.0,4,1
25000,36,General Manager,7,2,125000.0,2,0
30000,36,Financial Analyst,0,0,95000.0,1,1
5000,36,Waterspider,0,0,28000.0,11,0
4800,36,Registered Nurse,0,1,65000.0,5,0
10000,36,Sales manager,1,2,98000.0,5,1
7600,36,Law Enforcement Agent,10,2,113000.0,2,1
5000,36,NOC Tech,3,0,44000.0,2,1
18000,36,Business banoer,1,0,130000.0,2,1
3500,36,Client executive,10,2,200000.0,2,1
6200,36,Surveillance officer,1,0,28000.0,2,1
25000,36,Director of IT,5,0,209000.0,9,0
10000,36,Sonographer,7,2,94000.0,3,1
9500,36,,0,2,28000.0,1,1
13000,36,Contract Specialist,10,1,90000.0,2,1
12000,36,Business Application,1,0,72000.0,2,0
15000,36,OTR Truck Driver,1,0,62000.0,2,1
4350,36,Information Systems,10,2,65000.0,2,1
15000,36,Executive Director,10,2,125000.0,2,0
15000,60,Information Security Specialist,1,2,104000.0,1,0
3600,36,Office Manager,5,2,38000.0,2,0
8000,36,Engineer,3,0,91000.0,1,0
9600,36,Admin officer,5,0,59235.0,1,1
2000,36,Home health aid,0,0,29452.8,11,0
12000,36,Property Manager,4,0,60000.0,2,0
4500,36,Embroidery,9,2,34560.0,2,1
16800,60,Manager ,3,0,125000.0,1,1
5400,36,public works,3,2,43000.0,3,0
11200,36,Mechanic,10,0,62000.0,1,1
10000,36,Project Specialist,1,0,29750.0,9,0
8000,36,,0,2,160000.0,2,1
25000,60,Support Specialist,3,2,74500.0,2,0
19000,36,cust service tech,10,0,61000.0,2,0
15000,36,,0,2,122000.0,3,0
7000,36,driver,10,0,60000.0,2,1
21000,60,Search Account Manager,0,1,50000.0,2,0
20000,36,Director,2,0,97500.0,2,0
18000,36,,0,1,49000.0,2,0
35000,36,Engineering Manager,10,2,212000.0,2,1
1400,36,Accts Rec. Clerk / receptionist,2,2,37000.0,11,1
36000,60,Agency Manager,10,2,220000.0,2,0
4225,36,CMT,9,0,48000.0,1,1
13800,36,Head Chef,3,2,30000.0,1,1
3125,36,Team leader ,1,1,35000.0,2,0
19200,60,lab analyst,2,1,60000.0,2,0
14400,36,,0,0,36000.0,2,0
3025,36,Pre-k Lead Teacher,2,0,39552.0,10,0
5000,36,feeder driver,10,0,110000.0,2,1
25175,36,Deputy Sheriff,10,2,90000.0,2,0
10000,36,Leader,2,0,50000.0,2,1
25000,36,Attorney,7,1,150000.0,1,1
7900,36,Material Handler,1,0,22000.0,2,0
12000,36,tech,10,2,61000.0,1,0
8000,36,Owner,0,0,137500.0,2,0
15000,36,Mgr,4,0,130000.0,1,1
20000,36,,0,0,72000.0,2,0
4500,36,Sales Associate,10,0,60000.0,6,1
8000,36,journeyman ,5,2,49600.0,11,0
5000,36,Sales executive ,0,0,40000.0,6,1
14000,36,Director of Marketing,0,2,36000.0,1,1
12000,60,Nurse,3,2,90000.0,2,1
31675,60,project coordinator,4,2,95250.0,2,1
26600,36,1st pressman,9,0,70000.0,11,1
32000,60,sr diesel technician,10,0,85000.0,2,1
21600,60,Pharmacist,1,1,45000.0,1,1
12600,60,delivery,6,0,30000.0,2,0
20000,36,Truck driver ,10,2,125000.0,2,0
7550,36,,0,1,30000.0,2,0
24675,36,Mechanic,2,2,54000.0,2,0
22400,36,,0,2,45000.0,3,1
24000,36,Branch Manager,2,1,50000.0,1,1
11000,60,Field Technician,4,0,60000.0,11,1
6000,36,,0,1,20000.0,3,0
7000,36,Beauty Advisor,2,0,30000.0,1,0
30000,60,teacher,10,2,70000.0,1,0
5000,36,,0,2,42576.0,2,1
33925,36,Sales & Administration Manager,10,2,92200.0,9,0
24000,36,Animal Care,3,1,70000.0,3,1
18000,36,Consultant,0,0,145000.0,2,1
3000,36,Superintendent ,2,0,87000.0,1,0
10000,36,Clinical Analysis specialist ,10,2,40539.0,11,0
18475,36,Supervisor,0,2,67000.0,2,0
15000,36,general manager,4,2,91000.0,11,1
32000,36,Regional director of clinical services,10,2,140000.0,2,1
8000,36,Audio Video Tech,3,0,65000.0,2,0
18000,36,Senior Research Technician,10,2,52000.0,2,0
7500,36,Sales Manager,2,0,64000.0,9,0
9600,36,installer,10,2,85000.0,2,1
10000,36,VP of Sales,3,2,150000.0,3,1
5500,36,Accountant,6,2,57600.0,3,0
19200,60,Systems Technician,5,0,47500.0,2,1
12000,36,Commissioner,2,2,43000.0,1,1
30000,36,Technician,5,2,80000.0,2,1
35000,36,Data Architecture,0,2,130000.0,2,0
25000,36,Accounting ,5,0,50000.0,1,0
8400,36,Accredited Business Advocate,9,0,42500.0,2,1
20000,60,ikea business manager,9,0,80000.0,2,1
11450,36,General Manager,3,0,57200.0,1,1
12000,60,,0,1,85000.0,3,0
15200,36,Student loan advisor,3,0,60000.0,1,0
15000,36,Senior Specialist,3,0,62000.0,1,0
12800,60,Technical Program Manager,2,0,68000.0,2,0
28000,60,Program Manager,10,2,140000.0,2,1
27800,60,INTERNET MANAGER,5,2,65027.0,2,1
4000,36,Medical Kits Assembler,2,0,20000.0,11,1
20000,36,BI Developer,5,0,90000.0,2,0
14000,36,Senior Business Analyst,5,2,67000.0,2,0
14325,60,Teacher Assistant,8,2,50000.0,2,1
8000,36,Senior Operations Manager,2,2,85000.0,5,1
11000,36,Underwriter,3,0,36000.0,2,0
19650,36,Owner,10,2,150000.0,11,1
13000,36,Sales Engineer,0,0,80000.0,2,1
6000,60,General Manager,8,1,48000.0,2,1
31000,60,Trucker Driver,10,2,92589.0,2,0
10000,36,Fiber Tech,10,0,49000.0,2,1
5125,36,,0,0,14000.0,1,0
10750,36,Mechanic,1,0,50000.0,1,0
14400,60,Registered Dietitian,3,0,49000.0,11,0
7550,36,bartender,7,1,26000.0,1,0
23900,36,License Practical Nurse,4,0,52000.0,2,0
8000,36,Mechanic,10,1,60000.0,3,1
5000,36,Laberor ,10,0,54000.0,2,1
21400,36,Account Executive,0,0,65000.0,2,0
34300,36,Pararmedic,10,2,75000.0,9,0
30000,36,Foreman,10,2,70000.0,2,1
15000,36,Office Associate,4,0,45000.0,2,1
10000,36,OPERATIONS MANAGER,5,0,60000.0,2,0
6725,36,,0,0,19848.0,11,0
20000,36,sales,0,2,250000.0,2,1
10000,36,,0,2,34152.0,6,0
15000,36,Sr. Software Developer,4,0,80000.0,2,1
24000,36,Claims Rep,8,2,65000.0,3,0
22600,60,Mgmt,8,2,185000.0,11,1
10000,36,Machine Operator,5,2,38000.0,1,0
6475,36,Machine Operator II,2,1,35000.0,2,0
35000,36,PRESIDENT,10,0,325000.0,11,0
8000,36,maintenance coordinator,10,2,40000.0,1,1
4000,36,,0,0,31488.0,2,1
21800,60,Operations/Community Administrative Mgr,0,0,47400.0,2,0
15000,36,Sales,5,0,75000.0,2,0
23800,60,Accounting Manager,4,0,52000.0,1,0
10000,36,Attorney,2,1,50000.0,2,1
35000,60,"Sr. Manager, Human Resources",1,1,150000.0,3,1
6000,36,Forklift Driver,3,0,25000.0,2,1
9600,36,Analyst,5,0,61000.0,2,1
19600,36,District Manager ,10,0,50000.0,2,1
9900,36,Batch Maker,10,1,45000.0,3,1
28000,60,Network Engineer,9,0,120000.0,2,1
5225,36,Chief Operating Officer,8,0,57000.0,2,1
5000,36,Manager,10,2,150000.0,11,1
6000,36,Transportation Assistant,0,2,56807.0,2,1
8000,36,Finisher,2,0,54000.0,9,1
35000,60,complaints resolution specialist ,10,2,84953.0,2,0
8925,36,,0,1,30000.0,2,1
7000,36,Night Stock,1,0,34000.0,2,0
20000,60,Administrative coordinator,10,0,70000.0,2,1
21000,60,Branch Manager,5,2,185000.0,3,0
1000,36,,0,2,24500.0,2,1
12200,60,Saftey Specialist ,6,0,80000.0,1,1
35000,36,Bookkeeper,9,1,78000.0,11,0
8150,36,Logistics Manager,3,0,50000.0,11,0
15425,60,owner,10,0,91000.0,5,0
20000,36,Agent/Advisor,0,0,55000.0,11,0
8400,36,Cosmetologist,9,2,18800.0,2,1
10000,36,Able Seaman,10,2,65000.0,3,0
8500,36,,0,2,58000.0,1,1
3650,36,,0,2,37289.0,3,0
15000,60,Branch Coornaintor,10,2,70000.0,2,1
35000,60,maintenance administrator,10,2,88000.0,2,0
10000,36,Inside Sales,0,0,40000.0,2,0
12350,36,Operations Lead,7,0,39107.0,2,0
8000,36,cook,0,0,50000.0,1,1
40000,36,"Managing Director, Head of Business Deve",10,2,350000.0,11,1
1500,36,Program Assistant,6,0,37000.0,7,1
10000,36,PAYMENT RECEIVABLES,3,1,83000.0,2,1
3175,36,owner/operator,8,0,30000.0,1,1
3000,36,Counter sales person,10,0,39000.0,2,1
35000,36,Business banker,1,0,90000.0,2,0
21075,36,Lineman,10,2,109500.0,2,0
4000,36,Event Planner,10,2,50000.0,2,1
4950,36,manager,8,0,36000.0,0,1
8000,36,Admin Assistant,6,0,46000.0,2,1
10000,36,Senior Accountant,0,0,85000.0,3,1
15000,36,Associate,0,0,170000.0,1,1
35000,36,Ophthalmic tech,4,0,86000.0,2,1
23000,36,General Manager,10,2,102000.0,1,1
28800,60,"Mail handler , Clerk",3,2,65000.0,2,0
14000,60,Journeyman lineman,10,2,100000.0,2,0
15000,36,Superintendent ,1,0,95000.0,10,0
13200,36,LEAD SAFETY REP,3,1,100000.0,3,0
20000,60,Parole Officer,10,2,103000.0,2,1
20000,36,Teacher,8,0,92000.0,1,1
20000,36,Financial Advisor,6,2,180000.0,2,1
19000,60,Electrician ,10,2,85000.0,2,0
6150,36,,0,0,22622.0,1,0
9300,36,Billing Manager,4,0,56000.0,2,0
20775,60,SR PAYROLL TEAM LEADER,9,2,80000.0,11,0
16000,60,,0,2,61320.0,2,0
24500,60,Talent Acquisition Coordinator,1,0,49000.0,2,1
29250,60,Trust Administrator,10,2,66500.0,3,1
14400,60,Tax Accountant,9,1,51000.0,2,0
14000,60,Warehouse Manager,0,0,50000.0,11,0
5000,36,Medical Director,2,1,200000.0,2,1
15000,36,Radiation therapist ,1,0,90000.0,11,1
18000,36,Engineer,1,0,70000.0,2,1
12000,60,Medical policy specialist-nurse,10,2,56000.0,2,1
6000,36,Sales rep,2,2,68000.0,5,1
18000,60,Carpenter foreman,3,2,125000.0,2,0
17500,36,coctail serverd,10,0,35000.0,3,1
35000,36,Manager,6,0,118000.0,2,0
12000,60,Sales specialist,5,2,52000.0,3,1
12000,36,Director of Client Relations,0,0,115000.0,2,0
15000,36,Dean of students,8,0,41000.0,2,1
15000,36,Service Advisor,3,0,40000.0,2,0
2100,36,,0,2,18000.0,0,0
6000,36,Special Education Teacher,1,0,50000.0,11,0
6400,36,branch admin,10,2,44000.0,2,1
22100,60,Full Charge Bookkeeper,1,2,56000.0,2,0
11650,36,Communication Supervisor,10,0,88000.0,2,0
11575,60,receiving,4,0,34468.0,1,0
23100,36,examiner,7,0,177596.0,1,1
29900,60,Technical Services Manager,1,2,92000.0,2,1
12000,36,Supervisor,10,0,50000.0,1,0
22000,36,,0,2,76000.0,2,1
10000,36,Teacher,10,0,60000.0,2,1
13000,36,Nurse specialist,4,2,82000.0,2,0
24900,36,,0,2,64270.0,1,0
20000,36,optometrist,10,2,120000.0,3,1
15000,36,Senior Technical Support,9,2,73000.0,1,0
10000,60,assistant manager,8,1,28000.0,2,1
24000,60,Sales Manager,0,2,51000.0,5,1
33075,60,Machinist,10,2,76000.0,2,1
9500,36,Policy Analyst,4,0,51000.0,2,0
14800,36,,0,0,39000.0,1,0
2700,36,DC Utility-A,3,0,75000.0,1,1
6000,36,Business Analyst I,2,0,52000.0,1,1
18800,36,Attorney-Account Manager ,0,0,93000.0,2,1
21000,36,Sr. Manager,5,1,250000.0,2,1
10000,36,Preferred Sales,2,0,60000.0,2,1
15000,36,Scheduler,10,0,58240.0,2,0
28000,36,Technical Architect,3,0,136000.0,2,0
22000,60,Partner,10,1,295000.0,2,1
22000,60,Program Manager,10,2,155000.0,1,1
40000,60,Director,2,0,150000.0,2,1
16800,36,Heavy truck technician,10,1,75000.0,2,1
14000,36,Surgeon,8,2,255000.0,6,0
34000,36,owner operater,10,2,68000.0,2,1
15000,60,Procurement Manager,2,0,119000.0,2,1
35000,60,Manager,10,2,160000.0,1,0
3600,36,Research Administrator,8,0,70000.0,7,1
7200,36,Support tech,10,0,65000.0,1,1
4000,36,Manager,2,0,55000.0,2,1
16000,36,Set up ,0,2,60000.0,11,1
5000,36,Medication Technician ,8,2,48500.0,11,1
24000,36,Owner,3,0,80000.0,2,0
21000,36,Property Investor,10,2,102000.0,2,1
28000,36,Asst. mgr,10,2,125000.0,1,0
7200,36,Regional Training Coordinator,0,0,72000.0,2,1
10000,36,Legal secretary,1,2,35000.0,1,0
10000,36,Pattern Making Assistant,2,1,45000.0,2,1
20000,36,"pro maker, carpenter ",10,2,98000.0,3,0
8500,36,material handler,10,1,37000.0,1,0
21000,60,Account Executive,1,2,95000.0,3,1
4000,36,Paralegal/Contract Coordinator,2,0,40000.0,1,1
10000,36,CNA,0,0,30000.0,2,0
15000,60,Customer Service Data Entry,10,1,38000.0,2,0
25000,60,Project Manager,2,1,130000.0,3,1
12750,36,Financial Advisor,2,0,124000.0,1,1
21000,36,Trade Show Manager,10,2,150000.0,1,1
15200,60,Classroom technology Specialist,2,0,50000.0,2,0
13350,36,Escrow Coordinator,3,2,43000.0,3,1
11250,60,Manager,2,0,44000.0,2,1
18500,60,Manager-Transitional Care,10,1,92000.0,2,0
9800,36,,0,1,22320.0,2,1
30000,60,Assistant District Attorney,2,2,60000.0,2,0
8000,36,cashier,5,0,23000.0,2,0
7600,36,Director of Food Service ,0,0,63000.0,11,0
30000,36,Pilot,4,2,155000.0,2,1
40000,60,"Associate Director, NA Communications",4,2,260500.0,3,0
35000,60,District Transportation Manager,8,2,100000.0,3,1
5000,36,Building maintenance assistant,3,2,30000.0,2,1
15000,36,Registered Nurse,5,2,70000.0,2,1
4000,36,Systems engineer,0,0,50000.0,2,1
10000,36,Assistant Manager,10,2,55000.0,2,0
28000,60,Owner,10,0,121400.0,1,1
4000,36,On boarding Coordinator,1,2,39900.0,2,1
6000,36,Teacher,3,0,63700.0,1,0
22000,60,operation manager,6,1,93000.0,2,0
30000,36,Financial Advisor,1,2,75000.0,2,1
10000,36,Dock Supervisor,5,2,62000.0,2,1
11800,60,Maintenance Technician,1,2,42000.0,2,0
10000,36,Commercial Van Installer,1,0,56000.0,11,0
20000,60,Team member,10,2,85000.0,2,1
13150,36,Rehab coordinator,9,0,36000.0,5,1
6000,36,Preschool ,8,2,28000.0,2,0
8000,36,secretary,3,0,33600.0,2,1
5750,36,RETAIL SALES MSR IV,10,2,57000.0,2,1
16550,36,Customer Care Representative,7,0,36000.0,2,1
15000,36,Professor,10,1,60500.0,2,1
5500,36,Machinist,5,0,45000.0,2,1
10500,36,Truck driver,0,0,29500.0,1,0
5725,36,,0,2,24880.0,1,1
24000,60,Project Manager,6,0,69000.0,2,1
18000,36,Audit Manager,0,2,140000.0,1,1
32200,60,Registered Nurse,10,1,70000.0,2,0
15000,60,techician,10,2,75000.0,2,1
22000,60,Lead Specialist,10,2,71000.0,2,0
12000,60,Sr technical recruiter/FSO,10,2,100000.0,2,1
10000,36,Operational Risk Management,1,2,95400.0,1,1
15600,60,MFG Supervisor,10,2,65000.0,1,1
13525,60,Mill Operator,5,0,60000.0,3,0
7800,36,MELT DEPT,10,0,52000.0,2,0
10000,36,Patrolman,4,1,47000.0,2,0
10000,36,Teacher,10,0,58000.0,1,1
34800,60,IT Professional ,10,2,102000.0,9,0
35000,36,Director of Human Resources,4,2,119000.0,2,0
35000,36,Corporate Security Investigator,2,0,103000.0,2,0
20000,60,Manager,4,2,50000.0,1,0
13650,36,Child Super,10,2,64000.0,2,1
7400,36,Manager ,10,2,60000.0,3,1
4200,36,mgr,10,0,55000.0,2,0
30000,60,STATION AGENT,10,2,82000.0,1,0
28000,60,Executive Sales Consultant,10,2,164000.0,1,1
13200,36,,0,2,50000.0,1,1
29000,36,owner,10,1,75000.0,11,1
20000,36,General Manager,8,2,55000.0,1,0
3550,36,Receptionist ,0,0,27000.0,2,0
14000,60,Driver,10,2,65000.0,2,1
11175,36,Soccer Coach,3,0,29904.0,2,0
20000,36,Assistant Director ,10,2,136000.0,2,0
28000,60,Inspector,10,0,72000.0,2,1
5400,36,Driver,10,2,50000.0,2,1
10000,36,Assistant Executive Director,0,2,90000.0,2,1
35000,36,police officer,10,2,100000.0,2,0
5000,36,Teacher,2,0,30000.0,2,1
10000,36,Aircraft maintenance. Tech,10,1,100000.0,2,1
28000,60,SCHOOL TEACHER,10,1,56000.0,2,1
12775,36,Business Development,0,1,60000.0,5,1
22000,60,Sales,10,2,65000.0,2,0
4800,36,boiler fireman,8,2,65000.0,1,0
9750,36,Operations Manager,2,0,29000.0,2,0
18000,60,customer service,2,2,45000.0,2,1
5300,36,Research analyst ,1,0,20000.0,2,0
4500,36,Sales,6,1,28000.0,1,1
12000,36,,0,2,40000.0,1,1
33000,36,Producer,3,2,92000.0,2,1
12500,36,district manager,10,2,68354.0,2,1
5000,36,Rad Tech,10,2,105000.0,2,1
10000,60,machine operator,1,0,300000.0,11,0
10000,36,Realty Specialist,1,0,50000.0,1,1
2350,36,Driver,3,1,50000.0,2,0
15000,36,,0,0,45491.0,2,1
28000,60,Analyst,7,1,75000.0,2,0
14000,36,,0,1,36221.0,1,0
10000,36,lmp,6,0,50000.0,2,0
21975,60,Director of Lending,7,2,72000.0,2,1
10425,60,Maintenance Supervisor,10,2,56000.0,2,1
35000,36,Aviation Enforcement Officer ,8,2,90000.0,2,0
20625,36,Manager ,6,0,64000.0,2,0
5525,36,,0,2,60000.0,2,1
6500,36,Accountant,1,0,52000.0,2,0
13400,36,Lifeguard Supervisor,8,2,33500.0,2,1
14000,36,Electrician ,2,0,60000.0,2,0
20000,36,Mailhandler,10,2,80000.0,2,1
35000,36,It project mgr,10,2,105000.0,2,0
13000,60,Senior Project Manager,2,0,51000.0,2,1
12150,36,assy,4,0,32000.0,1,1
9600,36,LPN/Nurse,10,2,55000.0,2,1
5400,36,Teller,0,1,27000.0,2,1
13850,60,Manager of Online Shopping,1,2,84000.0,2,1
8000,36,sargeant,3,2,40000.0,3,0
8050,36,foreman,1,2,72000.0,2,0
20000,36,truck driver,4,2,55000.0,2,0
20000,36,Sr. Applications Analayst R&D,8,2,106000.0,2,1
10000,36,Legal Assistant,10,2,70000.0,2,1
21000,60,partner,10,2,110000.0,2,1
14400,36,Training Manager,3,2,92800.0,2,1
10000,36,Director of Revenue Management,5,0,120000.0,2,1
35000,36,Immigration Officer,10,2,141965.0,2,1
11550,36,Sr. Account Clerk,10,2,35500.0,1,0
1200,36,Area supervisor ,5,0,32000.0,2,1
10000,36,Respiratory Therapist,3,2,55000.0,2,1
20000,60,Operations Manager,6,2,69700.0,2,0
35000,60,Regional Branch Administrator,10,2,84000.0,2,1
13000,36,Asst nurse manager,2,0,140000.0,2,1
7250,36,Center Manager,10,2,56632.0,2,0
9600,36,co 4,3,1,39408.0,5,1
15000,36,RN,7,2,70000.0,2,0
35000,60,Clerk,10,2,88000.0,2,1
16000,36,Supervisor,4,2,60000.0,2,1
35000,60,Assitant Vice President ,8,2,90900.0,3,1
6000,36,Senior Manager of Learning and Developme,10,1,100000.0,3,1
8000,36,Education ,5,0,60000.0,2,1
30000,60,governance ,6,2,69300.0,2,0
4100,36,SERVER,0,0,20000.0,1,1
35000,60,Commercial Banking Officer,10,1,86500.0,2,1
25000,36,Pilot,10,0,160000.0,2,1
20000,36,Senior IT Project Manager,0,1,120000.0,2,1
40000,36,Senior Medical Physicist,5,2,195000.0,2,1
6000,36,Service representative ,10,2,65000.0,2,1
15000,36,Culinary Service Manager,0,0,38000.0,1,0
30000,60,CTO,2,2,107000.0,2,1
21600,60,Business Agent,10,2,140000.0,2,1
11200,60,Director of IT,10,2,77000.0,2,1
14000,36,Store Manager,10,0,67000.0,0,0
2425,36,,2,0,30000.0,9,1
8525,36,Therapist,10,2,45000.0,2,1
10000,36,SANITATION,10,2,121000.0,2,1
12000,36,Recruiting Manager,2,2,137000.0,1,0
24000,36,Coordinator,0,2,64000.0,2,1
7500,36,Teacher,3,0,38000.0,2,1
6000,36,Branch Manager,10,2,169000.0,1,1
10000,36,Department Manager,9,1,45000.0,2,1
14400,36,Operations supervisor,1,2,58940.0,2,1
6500,36,Water Treatment Plant Operator,4,0,62000.0,0,1
16800,36,Operations manager ,2,2,117200.0,1,1
26000,36,Logistics Manager,10,2,132000.0,1,1
12000,36,,0,0,54000.0,2,1
15000,36,,0,0,36000.0,1,1
6400,36,sterile processing tech,3,2,24000.0,2,1
11000,36,medical records clerk,5,2,70000.0,2,1
12000,36,Line Technician Group Leader,10,2,51000.0,2,0
21600,36,Sole Proprietor,10,1,48000.0,2,0
36000,36,Disability specialist,10,1,85000.0,1,1
6500,36,Officer,0,0,40000.0,1,1
5000,36,Commercial Service Tech,10,2,101000.0,1,1
18475,36,Teacher,3,0,42000.0,2,0
24000,60,Field Engineet,3,2,160000.0,3,0
24000,36,Practice manager,10,1,60000.0,1,1
20000,36,Accountant,1,1,70000.0,3,0
8000,36,HR Manager,10,2,200000.0,11,1
21000,60,Special Agent,7,0,119840.0,2,1
9325,36,Assembler,10,2,34000.0,2,0
1575,36,laborer,0,0,22000.0,2,0
10000,36,sales,10,0,65000.0,2,0
17000,36,Manager ,10,2,70000.0,2,0
32000,60,"Industrial Hygiene Coordinator, Sr. ",8,1,86000.0,3,1
12000,36,Sales Director ,0,0,85000.0,2,1
8000,36,Frontline Leader,9,2,78500.0,3,1
6100,36,Accounting Manager,1,0,58000.0,1,1
5000,36,Broker,6,0,60000.0,1,0
11000,36,Loan Processor,4,1,45000.0,2,0
4200,36,Senior Associate,4,0,80000.0,1,1
9000,36,Senior Solutions Engineer,5,0,80000.0,2,1
